timestamp,robot_state,joint_position_1,joint_position_2,joint_position_3,joint_position_4,joint_position_5,joint_position_6,joint_velocity_1,joint_velocity_2,joint_velocity_3,joint_velocity_4,joint_velocity_5,joint_velocity_6,joint_torque_1,joint_torque_2,joint_torque_3,joint_torque_4,joint_torque_5,joint_torque_6
0.0,1,0.4329659158164388,-0.1492075573411153,-1.5978451077878824,0.0110207975564556,-1.4092025993932138,0.0418636340076628,-0.015435401882157862,0.06315836175434797,-0.06695539879475465,-0.15652188164707992,0.2470018898050208,0.18151175007719011,-46.78782344358482,8.03925908476672,-5.419874143041545,-0.9400931266247318,-0.9412452496864709,0.31443542094024607
0.01,2,0.4328115617976172,-0.1485759737235718,-1.59851466177583,0.0094555787399848,-1.4067325804951636,0.0436787515084347,-0.010414658122359643,0.09456304337013416,-0.01234566734055198,-0.07853358460998992,0.10121975791457238,0.014979153305474946,-46.77893537305829,8.1555785562281,-5.303436434044466,-0.7842528544437767,-1.1834091355063636,0.008596989908394234
0.02,2,0.4327576226539916,-0.1473162964737126,-1.5980920211346934,0.0094501258642558,-1.4071782042349223,0.0421632170737723,0.03275153530150898,0.011620257356675934,-0.007333053475699902,0.007509906690874972,0.014972453762174265,-0.040680196055494985,-46.65159435853171,7.950838901932796,-5.278225680148239,-0.5692804480848394,-1.364816218606335,-0.12545472533348168
0.03,2,0.4334665925036474,-0.1483435685764383,-1.598661322845344,0.0096057768738023,-1.40643313141992,0.0428651475873248,-0.021570459636188755,-0.06454990097125995,0.0028274265509553587,0.053439212174765,0.0019190692528758824,0.060637258784460024,-46.78620154935857,7.68637390335359,-5.269903531401116,-0.4505659091364519,-1.376021531324887,0.08770914204971589
0.04,2,0.4323262134612678,-0.1486072944931378,-1.5980354726036743,0.0105189101077511,-1.4071398228498648,0.0433759622494615,0.05511737994919608,-0.015554771591730354,-0.014284663212060789,-0.0057963773672749415,-0.02646625638280664,0.056003329813180194,-46.60175319229759,7.8241288844076955,-5.293908248558569,-0.5758265521428317,-1.4469260111951465,0.0861035040392067
0.05,2,0.4345689401026313,-0.1486546640082729,-1.5989470161095851,0.0094898493264568,-1.4069624565475762,0.0439852141835884,0.013717431160722993,-0.021294017230484574,-0.059201149402932085,0.012441960205614947,0.01442172365995198,0.004901463347390181,-46.636243973008476,7.805253214461706,-5.433545769213072,-0.5559572277429645,-1.3616027250638574,-0.006961449880469733
0.06,2,0.4326005620844823,-0.1490331748377475,-1.599219495591733,0.0107677493118634,-1.4068513883766658,0.0434739915164093,-0.12248534412199474,0.027863149121899744,0.02744218437890078,0.045049623800874974,0.011146080808366321,-0.039504512882120035,-47.123587419582584,7.939476834487246,-5.225111819222924,-0.44249056911964946,-1.3659326473488198,-0.10344174234717671
0.07,2,0.4321192332201914,-0.1480974010258349,-1.598398172422007,0.0103908418024743,-1.406739534931409,0.043195123925946,0.03459508830601088,0.03960743505741493,0.04858999318295698,-0.0008423204182799598,-0.09601099809440905,-0.037647863943695084,-46.67159927687021,8.007461775710734,-5.147602602121008,-0.5666431174022644,-1.578009736249233,-0.10391145832727627
0.08,2,0.4332924638506025,-0.1482410261365992,-1.5982476957280738,0.0107509029034978,-1.408771608338554,0.0427210342375354,0.008514460168543292,-0.03800625363300919,-0.01709672438778842,0.055687029889084964,-0.07580226276721058,0.03249291711123481,-46.702911936066165,7.769593830762711,-5.307305095229873,-0.4163182141082645,-1.5782337337377372,0.029258758456424463
0.09,2,0.4322895224235623,-0.1488575260984951,-1.5987401069097629,0.011504582400256,-1.4082555801867531,0.0438449822681707,-0.10305223852258016,-0.017560809142265488,-0.005513771461829187,-0.0019663705975499907,0.09461353079041057,0.048564591537809954,-47.077729689221144,7.809352665568586,-5.2931200483656475,-0.5416097279058968,-1.227081583586478,0.07826132776910424
0.1,2,0.4312314190801509,-0.1485922423194445,-1.5983579711573104,0.0107115754915468,-1.4068793377227458,0.0436923260682916,0.00530787708440672,0.007702402213519144,0.049441605564748414,-0.07357634586902494,-0.017883307074606503,-0.09169809654632488,-46.79497347613664,7.89442723190271,-5.144267533225628,-0.7404598388023143,-1.4245504100363648,-0.20455389139735192
0.11,2,0.4323956799652504,-0.1487034780542247,-1.597751274798468,0.0100330554828755,-1.4086132463282452,0.0420110203372442,0.03331037172815965,0.03630484571073567,-0.0008869470494610177,0.00454933258585994,-0.049675527403791886,-0.02769870440362497,-46.6643955568014,7.976341311677052,-5.251888023995877,-0.5621086428818846,-1.5228130228047254,-0.10177469307766307
0.12,2,0.4318976265147141,-0.1478661454052298,-1.5983757100982996,0.010802562143264,-1.4078728482708216,0.0431383519802191,0.04251253209642536,0.006676113591815025,-0.017505680484219965,-0.020534741833715033,0.03982110395078786,0.03279252531303983,-46.656711213718054,7.916761758035112,-5.312167916577726,-0.6055811624211095,-1.3290117989470929,0.036117741000290006
0.13,2,0.4332459306071789,-0.1485699557823884,-1.5981013884081523,0.0096223606462012,-1.4078168242492295,0.042666870843505,-0.012059673589234765,-0.0004445468477248804,-0.026696035967777032,-0.029582948390869963,0.039618943705754806,0.01256599907535523,-46.76649566707644,7.870766413515941,-5.3269141545822,-0.6577067162405669,-1.3282956390053169,-0.011407528525790717
0.14,2,0.4316564330429294,-0.1478750363421843,-1.5989096308176551,0.0102109031754466,-1.4070804693967065,0.0433896719617262,0.0017363720043434006,0.009200549194145202,-0.03840045275065318,0.025403604554649975,-0.05778264117562992,-0.046485735401399775,-46.78868743286569,7.9240238820486955,-5.3804224688244755,-0.505526770645632,-1.5083717117176265,-0.11866898070598264
