timestamp,robot_state,joint_position_1,joint_position_2,joint_position_3,joint_position_4,joint_position_5,joint_position_6,joint_velocity_1,joint_velocity_2,joint_velocity_3,joint_velocity_4,joint_velocity_5,joint_velocity_6,joint_torque_1,joint_torque_2,joint_torque_3,joint_torque_4,joint_torque_5,joint_torque_6
0.0,1,0.4352082875086342,-0.1547857288476494,-1.590070630583469,0.009009380584201273,-1.4060818961722719,0.03959692813299384,-0.013803511344664454,0.027157615139609466,-0.08726207756275238,-0.14027497039406428,0.22055817267806607,0.21085067621206544,,,,,,
0.01,2,0.4303600408595958,-0.1459674653480079,-1.5916268849634811,-0.004075907054523065,-1.4021979463528706,0.041655352252089745,-0.02244026406101164,0.10261172065888369,-0.018640335292200168,-0.09043203986599668,0.09203605085706622,0.020668823258359448,,,,,,
0.02,2,0.43655589992890187,-0.14450266852049942,-1.5885412126135077,-0.0029503249997664613,-1.405456750823112,0.04466529048259858,0.020762534249450036,-0.017285896972807614,-0.02438781648139573,-0.009552008332244424,0.014242244055186424,-0.06624974609012968,,,,,,
0.03,2,0.4379284911559101,-0.1480305180036883,-1.587981909981899,0.0036491564521526285,-1.4042442918513194,0.03813347390869743,-0.025983386193873564,-0.05135368679649346,-0.01856887607811161,0.01919033248634181,-0.00020775252730465877,0.06073584916264022,,,,,,
0.04,2,0.4266945243148522,-0.15148679958259925,-1.5894777972785927,0.0007095724699634886,-1.4045606816862255,0.03830272494927442,0.035737481999240955,-0.04295914175317354,0.039030483674316156,-0.01013497157623807,-0.02582837568085539,0.042357292216039975,,,,,,
0.05,2,0.43120218455972265,-0.15192426545356358,-1.5889881775815318,0.001944897868148398,-1.4026471872503703,0.039922261047254305,-0.007675319251419297,-0.013761759320213262,-0.024744257358833698,0.019909703199308487,-0.0281081546454353,0.04431802239552235,,,,,,
0.06,2,0.4342255177013915,-0.14530292340447964,-1.593486923204689,0.0017579982940168128,-1.4024436628234638,0.04116216361653859,-0.13029331463001897,0.04432356490673106,0.05103800830534681,0.07844189170634078,0.01474580750699395,-0.050957694409724856,,,,,,
0.07,2,0.4321940467523439,-0.1532234906342203,-1.5815881352926733,0.0012754306056285032,-1.394026421152374,0.03518118209137834,0.05462441264789384,0.03514086429115503,0.05865742772607267,-0.011684668337639882,-0.059228651486383704,-0.033946641115587074,,,,,,
0.08,2,0.4344125251737233,-0.1443762505566439,-1.5955466786421417,0.0010711924436350596,-1.4000023618608437,0.042879240025742865,-0.03300729435942134,-0.04145257494433697,-0.026674821264190025,0.07839858975997976,-0.09085254290702208,0.05653133976200622,,,,,,
0.09,2,0.43049054580994167,-0.1492851072345134,-1.5936268237740154,0.0035134061858497264,-1.4115652719578162,0.04087798119450994,-0.1081223192627794,0.012036703522709493,-0.02752160282747,0.016723101909119766,0.07319542708013156,0.03255474467234121,,,,,,
